place_id,place_name,review_id_hash,rating,review_text,published_at,published_at_date,response_from_owner_text,response_from_owner_ago,response_from_owner_date,review_likes_count,total_number_of_reviews_by_reviewer,total_number_of_photos_by_reviewer,is_local_guide,review_translated_text,response_from_owner_translated_text
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,09ccda66db74903fce5ff2b87b26892e,5,,2 months ago,2023-12-17 00:35:13.297947,,,,0,37,25,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,9bbe5d12ca1c1c95902447ae1e65aea1,5,Beautiful cute cafe. Reasonable prices excellent service and fabulous food. Dietary restrictions: Almond filter cold coffee is superb. Food : 5/5 |,2 months ago,2023-12-17 00:35:13.308947,,,,0,3,30,False,Food,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,8851106afe2a8bbdc70efdefd9694a0f,5,Outstanding coffee and service. A must visit.,2 months ago,2023-12-17 00:35:13.323948,,,,1,3,2,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,fda47d0aca205797a1d38e320b2d553a,5,Awesome place to have coffee and savory place has utmost hygiene. Will love to spend quality time.,3 months ago,2023-11-17 00:35:13.336944,,,,0,108,49,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,73d046365743967ab9e77eecd48ec07f,5,,3 months ago,2023-11-17 00:35:13.349901,,,,0,3,5,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,3528f2daa2712c29f28e77d49c73f80b,4,"Once you enter you may be disappointed with the place layout. I was too as I don t like their sitting at all. The layout is very blah! But the good part is- Sweet staff and Good coffee Although they have limited food menu, it s good. They offer you banana chips with free refills and free water when you enter. Decent place, will go again",3 months ago,2023-11-17 00:35:13.358938,,,,1,131,425,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,01026a8b8276237954ed87026ef343c6,1,"They just have 2 tables inside the hotel, 80 percent of the space is outside. So basically theyve put tables and  chairs on the footpath by the highly trafficed road. Very noisy. No ambience. The only good thing is cutlery. The cutlery was fabulous.",4 months ago,2023-10-17 00:35:13.370939,,,,0,16,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,a2ff8dca12ea4cc10de3059716847c76,5,,4 months ago,2023-10-17 00:35:13.381946,,,,0,4,1,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,1a3ba20d0d569047e5563930f7483065,5,"Great coffee ! Amazing staff, special mention for Sabina who had a good understanding of coffee beans sold at the cafe & explained it very well.",4 months ago,2023-10-17 00:35:13.388931,,,,0,1,3,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,07cbf03ba647b43cf12eef82146b9c30,5,"Naresh and priti served us with attentiveness and professionalism. They gave us samples of our coffee choices to ensure we were happy with flavours before serving. The service was exceptional and the coffee was delicious. Complimentary serving of water and banana crisps were also given, which was a lovely touch! The atmosphere was clean and comfortable. Would recommend!",5 months ago,2023-09-17 00:35:13.394931,,,,1,4,2,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,9e70461f7f673490feb95f0bf2c1d3af,5,,5 months ago,2023-09-17 00:35:14.414673,,,,0,4,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,10b8b1b2f5ff9e26661946309e9fdc66,5,Cute cozy little coffee shop   Sabina n Sakshi served us well with warm smiles,5 months ago,2023-09-17 00:35:14.419656,,,,0,4,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,5ed820d26f99f411767147c24c0cfd76,5,"I really like this coffee shop simple and peaceful, the quality of Banana chips, the baked vada pav the Berliners is impeccable, the staff is kind and would live to mention the smiling face of Sabina, filter coffee as well as the other coffee are good a nice place for a quick small bite for sure",5 months ago,2023-09-17 00:35:14.426622,,,,0,3,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,991fe5c4a1b58d781d647f330add5744,5,,5 months ago,2023-09-17 00:35:14.432650,,,,0,8,,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,b1af6d07cf1460f1136f3e0f742a9221,5,,5 months ago,2023-09-17 00:35:14.437652,,,,0,8,12,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,c67430cb184a77ea86696515329ebb49,5,I highly recommend this place...its a very small seating place but the service was top notch. The person who served us was Sabina and she was very friendly and made amazing Coffee!,5 months ago,2023-09-17 00:35:14.442651,,,,0,26,,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,ba0274da3679423ad9e9ed343099c49d,4,Cutesy vibes with Effin A coffee! Loved the options of food and the spicy banana chips! The coffee itself is amazing and soul-hitting. Options to sit by the road or in the lobby make it a good option for just a nice cuppa!,5 months ago,2023-09-17 00:35:14.447650,,,,0,170,994,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,f1761603db698c54528ba0ba0cda8941,4,"We stumbled upon this place after a chaotic flight from Bangalore and it was just what we needed- some quiet and the welcoming aroma of great coffee. The staff were really sweet and helpful and extremely attentive. They gave us little samplers and also showed us the grind size when we bough coffee from them(they could tell we were picky). The snacks are just the perfect size and very well priced. Their veg calzone and baked vada pav were excellent. With coffees we had the mocha frappe, filter coffee frappe and the Irish americano, all very yummy. The service is not the speediest, so come in when you have some time to slow down and shut the world out. But big shout out Sabina, Kundan and Priti for the great service!!",5 months ago,2023-09-17 00:35:14.451651,,,,0,26,8,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,9d0b5d2ca8ffed89f43fd4c953f092ab,4,,5 months ago,2023-09-17 00:35:14.455660,,,,0,16,47,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,a02288b326668320d8a2b1c271e87841,5,Humble staff Can be more accommodating Food,5 months ago,2023-09-17 00:35:14.460619,,,,0,12,13,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,5da460d5a5a371556bb8f2b0f47bbb82,5,"A delightful place with the loveliest staff , this cosy coffee shop is open 24 hrs which is a blessing. It has an indoors and outdoors, close to juhu beach. A small selection of food but yummy. The best part is the delightful fresh and crispy banana chips they serve with your coffee ( also available for sale). Happy to keep coming back !",5 months ago,2023-09-17 00:35:15.354976,,,,0,8,4,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,d03a5c1536d897fba19e985939885f09,5,,6 months ago,2023-08-17 00:35:15.365001,,,,0,36,117,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,91b145a0c3848a6f53ce31a227fe6e35,5,"I recently discovered my new favorite coffee shop! Sabinas warm welcome and accommodating service, along with Kundans expertly crafted coffees, made our visit truly delightful. The small bites on the menu are a lovely touch, and I appreciate how they allow you to taste and adjust the coffee to your liking before serving. A fantastic experience all around!",6 months ago,2023-08-17 00:35:15.371966,,,,0,2,4,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,d1d73f62d05f70d16257784de2efada5,5,,6 months ago,2023-08-17 00:35:15.377995,,,,0,12,6,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,500dcaddb5d80feaa57f7a2cc1752c12,5,One of the most remarkable service by Sabina. What truly set her apart was her personalized approach. She took the time to engage in friendly conversation and explain the menu. Wonderful place to enjoy a nice Cuppa,6 months ago,2023-08-17 00:35:15.384993,,,,1,3,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,3ccd713c2864a560f7e9dff3b8c1b0ce,5,The coffee was so so good! And the staff was so warm .. Sabina and team really made sure I have a good time,6 months ago,2023-08-17 00:35:15.390994,,,,1,5,84,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,1aa8d32eda6056afbbb143623acc4bba,5,"Ettara Coffee House is a delightful haven for coffee aficionados. Nestled in a charming corner, this cozy coffee retreat offers a warm and inviting atmosphere thats perfect for unwinding. The aroma of freshly brewed coffee envelops you as you step inside, setting the tone for a truly satisfying experience. The menu boasts a diverse selection of coffee creations, each prepared with precision and care. From the robust espressos to the creamy lattes, every sip is a delightful journey through rich flavors. The baristas expertise shines through in every cup, making Ettara Coffee House a destination worth revisiting. With its serene ambiance and impeccable coffee offerings, Ettara Coffee House is a hidden gem that promises a comforting and memorable escape.",6 months ago,2023-08-17 00:35:15.395961,,,,0,2,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,67be38e7f219d9eaa9b51aceb397a601,4,Excellent service! Great coffee!,6 months ago,2023-08-17 00:35:15.399995,,,,0,10,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,6e787c77250259c5616a8fb120d19857,4,"I visited this place way back in January whilst walking down the road. One of the few cafes I distinctly remember from my last visit to Mumbai, I only had a single coffee cooler and yet the experience was highly memorable. The staff are extremely friendly and the drinks come with refills of banana chips!",6 months ago,2023-08-17 00:35:15.404998,,,,0,70,135,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,df61e7db908dcbf20e39bbf9d4b10be3,5,"South Indian Coffee was excellent, plus ordered cold coffee which in first go had too much of ice. They immediately replaced it. Suggestion of snacks from Sabina was great",6 months ago,2023-08-17 00:35:15.410000,,,,0,8,1,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,6ca3929d9aa7e9a8fd10b2dd7bcaf784,5,Great coffee made by Sabina. Thank you,6 months ago,2023-08-17 00:35:16.273558,,,,0,1,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,e5ee8e0b869eac892aaec9a6686212ce,4,This place is part of Juhu Residency Boutique Hotel. It has seating inside and outside. Cute and sweet coffee place. I had hot chocolate and it was good. It s bit expensive as compared to service. Overall good experience. Vegetarian options: Hot chocolate,6 months ago,2023-08-17 00:35:16.287512,,,,0,167,517,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,3e31ba147ef375fec5bfb698ba0d7a95,1,,6 months ago,2023-08-17 00:35:16.300567,,,,0,2,1,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,d4a0868ebb2cd08e004161f17dd3081c,5,,6 months ago,2023-08-17 00:35:16.312565,,,,0,19,208,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,a1ac8f5852a2653679c37e4b5a88e026,5,,6 months ago,2023-08-17 00:35:16.321557,,,,0,11,32,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,f84ed8428cb6c4934b0588616ce9eddb,4,,7 months ago,2023-07-17 00:35:16.331559,,,,0,25,32,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,da4b21cab51e33990640c4bdb4313195,5,Had the almond frappe. Was quite good,7 months ago,2023-07-17 00:35:16.339544,,,,0,84,26,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,44a1bdfe3c23f38bc46c40ab43ca43d2,5,"Terrific little place serving up great coffee and more. Really good hot chocolate, and their complimentary banana chips are to die for. Cant get enough of them. Amazing service too, Sabina was super courteous and helpful and always brings a smile to the table :)",7 months ago,2023-07-17 00:35:16.345541,,,,0,3,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,16210a185e0d814cf692207b1e70f532,5,Peaceful and cute small cafe. Lovely coffee,7 months ago,2023-07-17 00:35:16.352525,,,,0,389,10550,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,17b1ad93f063846c2657cce136a2b75f,5,"Im glad to hear that you had such a positive experience! It sounds like you enjoyed a delicious meal with great service. Its always wonderful when a dining experience exceeds your expectations. If youre planning to visit again, you can look forward to another round of tasty clam chowder, a delightful Southwest Salad, and homemade dinner rolls. The friendly staff will likely be there to welcome you back and ensure you have another enjoyable visit. Cheers to more fantastic dining experiences in the future!",7 months ago,2023-07-17 00:35:16.357539,,,,0,35,76,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,c5bb7bfc98252d6a65f13a0c03f5e2b7,5,,7 months ago,2023-07-17 00:35:17.289480,,,,0,1,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,73f95b2a1a13c8a98a0a3af6bbc424e6,5,,7 months ago,2023-07-17 00:35:17.306417,,,,0,1,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,69f88b4288bab2dbc656adc5392bfd27,5,Sabina was a really friendly and kind employee! The coffee is amazing!,7 months ago,2023-07-17 00:35:17.316449,,,,0,1,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,c507f0a034ee7ebae61dc30d405119b4,4,,7 months ago,2023-07-17 00:35:17.329447,,,,0,44,,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,b2b858551d8b396288b7f606fe44407a,5,,7 months ago,2023-07-17 00:35:17.340453,,,,0,,,,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,36c43284a501d58a6a09806044fc43ca,5,,7 months ago,2023-07-17 00:35:17.351417,,,,0,5,4,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,6a124f5fdfd24b751d8b4d3b5c916b50,5,The ettara coffee house is awesome,7 months ago,2023-07-17 00:35:17.362455,,,,0,9,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,8c88e6faea3c0444100eafbe1c7f3bde,5,Very pleasant atmosphere   good place to enjoy the food,7 months ago,2023-07-17 00:35:17.369440,,,,0,13,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,8785c2fc5da79aaa1901ebbe579d6b79,5,Nice place to visit for evening time,7 months ago,2023-07-17 00:35:17.375436,,,,0,7,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,c387091ae26b99235a684990e3805cc8,5,,7 months ago,2023-07-17 00:35:17.381438,,,,0,7,,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,3eff50fab73427067d95db7deb95d44c,1,,7 months ago,2023-07-17 00:35:18.172102,,,,0,,,,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,4a8523bf41a457c51a0c55a8838c91cc,5,,7 months ago,2023-07-17 00:35:18.186103,,,,0,,,,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,a2917be6f44e48f2261ff4a858c61e56,5,So sweet coffee,7 months ago,2023-07-17 00:35:18.196104,,,,0,28,5,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,64089873ebb10b9990afcd8e31132302,5,,7 months ago,2023-07-17 00:35:18.205099,,,,0,2,1,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,b1eef8f6a527ded0816ff19491d0e0c3,1,"Honest Review I should have paid attention that the reviews are all from local guides and hence. I drove with my family in heavy rains for more than 10 kms reading such vibrant reviews of the place, their coffee serving experience and snacks etc. But all in vain. If you are someone who craves good coffee in good atmosphere then this IS NOT the place. First let me clarify that its a part of Juhi residency hotel and is a place with only two to four people to sit. Not not all the coffees are served for tasting as mentioned by someone. We were not even asked for any customisation. Snacks options are very few and all are ready made. So not much there In the locality there are much better coffee places which serve the right dose of coffee snacks and ambience so better to head elsewhere",7 months ago,2023-07-17 00:35:18.212098,,,,0,11,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,761b03c00295520df58a139d8fcbdcaa,5,Amazing,7 months ago,2023-07-17 00:35:18.218096,,,,0,8,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,5eba25cf74893e00e027e2000915b0fd,5,,7 months ago,2023-07-17 00:35:18.224096,,,,0,1,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,9707098cbad55e3a0932b451193f33e4,5,I really love it,7 months ago,2023-07-17 00:35:18.230097,,,,0,4,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,50bd275d3ec6a2302229761b1fe9ecee,5,,7 months ago,2023-07-17 00:35:18.233096,,,,0,47,61,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,2a47d13b2c75d5c3faa20822926f2aa8,5,I would really recommend trying their berlines which are just yummy.,7 months ago,2023-07-17 00:35:18.237095,,,,0,5,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,c28c5bd131fa958d9945d4b719753736,5,Food and service good,7 months ago,2023-07-17 00:35:19.103090,,,,0,9,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,d501f9dbd83bec690c4f794272b5423b,4,Nice experience,7 months ago,2023-07-17 00:35:19.116089,,,,0,10,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,02dfb2ea912cbfe6c47a52143b573276,5,"Lovely staff in their uber cool attire. Coffee thats brewed with some real soul. Open 7 days a week, and 24 hours a day. They also have some lovely snacks and sweets. Try once. You will be coming back. Special mention, Mr. Monirul, Mr.Aftab, Mr.Asif, Mr. Albaksh, and Mr. Deepak, for being sweet, awesome, and knowledgeable.",7 months ago,2023-07-17 00:35:19.128091,,,,0,80,1,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,1267c4d43f8fd83a58891d61baaec5bc,5,,7 months ago,2023-07-17 00:35:19.137093,,,,0,5,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,f337ac15386d9a8bc6abe8ed0f70bc38,5,Sabine you are great you made my day when I was upset she is a miracle,7 months ago,2023-07-17 00:35:19.144078,,,,0,3,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,7421cd9eb5997b17468db1150c4da4ae,5,"Tried the double Restritto with Robusta beans, americano (Aeropress) with Arabica beans and Vietnamese coffee. Excellent brews! Also got four bean packets, packaged in cute jute bags. The local banana chips were super amazing!",7 months ago,2023-07-17 00:35:19.150072,,,,0,11,1,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,6965fcc62c1264890d28f6f9a65b541b,4,,7 months ago,2023-07-17 00:35:19.156071,,,,0,14,13,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,062ec1ba49ed611024fa8914f93c437f,5,,7 months ago,2023-07-17 00:35:19.160073,,,,0,3,24,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,16fd812d9694eacba5d67d922d825c19,5,,7 months ago,2023-07-17 00:35:19.165070,,,,0,3,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,a85f25e6e74691586f62a24b058503db,5,The best vibe in juhu and all the staff members are very humble... Must try papparoti by sabina ..,8 months ago,2023-06-17 00:35:19.168069,,,,0,1,,False,,
