place_id,place_name,review_id_hash,rating,review_text,published_at,published_at_date,response_from_owner_text,response_from_owner_ago,response_from_owner_date,review_likes_count,total_number_of_reviews_by_reviewer,total_number_of_photos_by_reviewer,is_local_guide,review_translated_text,response_from_owner_translated_text
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,27d5c72bc77692c9480a7b92c4fcd96f,2,they dont have tim bits :(,a week ago,2024-02-10 14:02:13.813043,"Hi Tejus, were committed to improving your experience. Kindly share your contact number at telltims@timhortonsindia.com, along with your feedback, so we can address any issues youve encountered. Thank you for helping us get better!",a week ago,2024-02-10 14:02:13.813043,0,3,,False,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,b2d674db78be5a6004a79b40091f7dd2,5,,a week ago,2024-02-10 14:02:13.820069,"Hey Aadil, we appreciate your generous 5-star rating!",a week ago,2024-02-10 14:02:13.820069,0,1,,False,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,b47c92a99d1470faa1c2b9d611a98186,5,Awesome place!,a week ago,2024-02-10 14:02:13.824073,"Hi Utkarsh, were thrilled by your positive feedback! Your support means the world to us, and we cant wait to welcome you back for an even more delightful experience.",a week ago,2024-02-10 14:02:13.824073,0,17,30,True,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,97f2901bc5c905edca3de54d33ff8e56,3,,a week ago,2024-02-10 14:02:13.828070,"Hey Fatemah, wed like to understand the reason behind your 3-star review. To help us improve and provide a better experience next time, kindly share your feedback with us at telltims@timhortonsindia.com. Our team is eager to address any areas of concern",a week ago,2024-02-10 14:02:13.828070,0,21,172,True,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,25850bde276077608119560305e39ca1,4,"Went to this nice chill spot to take a break, while visiting Mumbai for shopping. The menu has plenty of food options for both veg and non-veg. My dad is very particular when it comes to his tea and usually doesnt like any tea from outside, but the staff at the counter recommended a masala kadak chai with milk on the side, which he enjoyed. She was very helpful, understanding and cheerful. The manager was also nice and kept checking on customers to make sure theyre satisfied. Will definitely be going back if Im in town and in the area looking for a quick good bite and coffee (and tea for my dad).",a week ago,2024-02-10 14:02:13.831045,"Hi Sunny, your thoughtful remarks truly brightened our day! We cant wait to welcome you back for another delightful coffee experience. Until then, savor your coffee and keep spreading the joy!",a week ago,2024-02-10 14:02:13.831045,0,18,11,True,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,471235d311c1a85d19503e796856d249,4,"Quaint place to hang out and have a good cup of Joe. Amidst all the crowded places, this was a good disconnect from the chaos. Ordered a double double latte, which was decent. I wished it was extra hot, though. Would definitely recommend TH over SBUX.",a week ago,2024-02-10 14:02:13.835041,"Hey Sidharth, thanks for sharing your feedback. We have taken a note on your remarks & will make sure it reaches to the concerned team.",a week ago,2024-02-10 14:02:13.835041,0,271,3160,True,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,704c0bea7f9b09a9fd813169d8a706b6,5,Hot chocolate - too good.... Classic cold coffee-  perfectly classic !! Food,a week ago,2024-02-10 14:02:13.839040,"Hey, your thoughtful remarks truly brightened our day! We cant wait to welcome you back for another delightful coffee experience. Until then, savor your coffee and keep spreading the joy!",a week ago,2024-02-10 14:02:13.839040,0,14,,True,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,38962a258002ed7d8334f511add4a625,5,,a week ago,2024-02-10 14:02:13.843040,"Hey Nimit, were thrilled to have your support! Looking forward to surpassing your expectations during your next visit.",a week ago,2024-02-10 14:02:13.843040,0,4,4,True,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,8f1c929dd7b45f62a8913b334fe476f5,3,,a week ago,2024-02-10 14:02:13.847041,"Hi Siddharth, wed like to understand the reason behind your 3-star review. To help us improve and provide a better experience next time, kindly share your feedback with us at telltims@timhortonsindia.com. Our team is eager to address any areas of concern.",a week ago,2024-02-10 14:02:13.847041,0,173,597,True,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,cd49793f136cb448cb88cbb932827aa5,5,,2 weeks ago,2024-02-03 14:02:13.851041,"Hi Aryan, a million thanks for your 5-star rating!",2 weeks ago,2024-02-03 14:02:13.851041,0,6,,False,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,49478c0151e426df8249caf8f6474529,5,"Food is okay all sweet n bread not that fun, Americano was xcellent 10/10 visit for coffee and cappuccinos.",2 weeks ago,2024-02-03 14:02:14.602125,"Hey Vishal, were thrilled by your positive feedback! Your support means the world to us, and we cant wait to welcome you back for an even more delightful experience.",2 weeks ago,2024-02-03 14:02:14.602125,0,108,49,True,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,d26b17f49917c7ff57f59665c3a1f842,4,Must try tim shake..,2 weeks ago,2024-02-03 14:02:14.613124,"Hey Sachin, your positive feedback brightens our day! Were looking forward to the pleasure of exceeding your expectations on your next visit.",2 weeks ago,2024-02-03 14:02:14.613124,0,8,1,False,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,221606836ab391e2c3164e852f7bada7,4,,2 weeks ago,2024-02-03 14:02:14.618124,Hi Sujit! were thrilled to see your rating. It means a lot to us. Looking forward to serving you again soon!,2 weeks ago,2024-02-03 14:02:14.618124,0,19,52,True,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,8f798e05cb2b00f420cc4d97c72fbb13,2,"Service slow very slow, super crowded and noisy would.not reccomend if you just want a moments peace with a coffee dont come here",2 weeks ago,2024-02-03 14:02:14.623124,"Hi Michael, were committed to improving your experience. Kindly share your contact number at telltims@timhortonsindia.com, along with your feedback, so we can address any issues youve encountered. Thank you for helping us get better!",2 weeks ago,2024-02-03 14:02:14.623124,0,182,426,True,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,c22a66ebd9b056789ac7bbdbe9708b16,5,Amazing place & excellent coffee,3 weeks ago,2024-01-27 14:02:14.639123,"Hey Prashant, youve made our day with your 5-star rating! Were committed to maintaining this level of excellence for your next visit. See you again soon for more memorable moments!",3 weeks ago,2024-01-27 14:02:14.639123,0,84,12,True,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,b2780feabf276bc53a03d5df1faf27ac,5,,3 weeks ago,2024-01-27 14:02:14.645124,"Hey Bharti, a million thanks for your 5-star rating!",3 weeks ago,2024-01-27 14:02:14.645124,0,17,8,False,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,892afa94bb289924b783f475cf181318,5,,3 weeks ago,2024-01-27 14:02:14.651124,"Hey Masarat, we appreciate your generous 5-star rating!",3 weeks ago,2024-01-27 14:02:14.651124,0,5,30,True,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,b3148b8ccceb8a483396a1c15c37e24d,5,,3 weeks ago,2024-01-27 14:02:14.654123,"Hey Dev, a perfect 5-star rating! Thank you for your unwavering support. Were dedicated to keeping up the great work to make every visit special for you.",3 weeks ago,2024-01-27 14:02:14.654123,0,,,,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,059b2dd18cf35c002f5f860ab15ae3c5,5,Great service and staff was very polite and friendly.,3 weeks ago,2024-01-27 14:02:14.658124,"Hi Sapna, your thoughtful remarks truly brightened our day! We cant wait to welcome you back for another delightful coffee experience. Until then, savor your coffee and keep spreading the joy!",3 weeks ago,2024-01-27 14:02:14.658124,0,17,3,False,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,b5e1d007e05e19678509911b73752d3c,5,,3 weeks ago,2024-01-27 14:02:14.663124,"Hi Vaishnavi, a million thanks for your fantastic 5-star rating!   Your support brightens our day!",3 weeks ago,2024-01-27 14:02:14.663124,0,1,,False,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,d250f1c97bf1dbd915dd835d447cea21,5,,3 weeks ago,2024-01-27 14:02:15.462288,"Hi Alroy, thank you for the fantastic 5-star rating!   Your support means the world to us!",3 weeks ago,2024-01-27 14:02:15.462288,0,1,,False,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,2d953b5f83229abbfc6170942512b2d5,5,Good place,3 weeks ago,2024-01-27 14:02:15.466313,"Hi Imran, youve made our day with your 5-star rating! Were committed to maintaining this level of excellence for your next visit. See you again soon for more memorable moments!",3 weeks ago,2024-01-27 14:02:15.466313,0,73,13,True,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,bb29af468c23e20ebc465c2c7cb8aebb,5,,3 weeks ago,2024-01-27 14:02:15.470287,"Hi Ajay, thanks a lot for your rating! We cant wait to welcome you back for another fantastic experience. Until then, take care!",3 weeks ago,2024-01-27 14:02:15.470287,0,2,13,True,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,63ea66aeb9ff581110aaf1c2ba598067,5,"Great service pretty ambience , i ordered cafe mocha which i didn t like and the service lady miss yasmine got it changed for me",3 weeks ago,2024-01-27 14:02:15.474315,"Hi Rujul, your satisfaction is our mission. Were excited to welcome you back for another remarkable visit.",3 weeks ago,2024-01-27 14:02:15.474315,0,2,2,False,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,e564afaf45862cc593cc5876e1b1339f,5,,4 weeks ago,2024-01-20 14:02:15.478318,"Hi Ibrahim, we appreciate your generous 5-star rating!",4 weeks ago,2024-01-20 14:02:15.478318,0,2,3,False,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,840aa3e8abfaec080d867a2b55bd5de6,4,"I visited this place early in the morning around 9 am on a Saturday. Since I was here for the first time I tried their most popular beverage and a Tomato, Araguala, Cheese Bagel. Both of them were good. The atmosphere with less crowd was decent and the service was good Vegetarian options: I had the French vanilla and a bagel. They have sufficient vegetarian options",4 weeks ago,2024-01-20 14:02:15.481327,"Hi Rushabh, your rating motivates us to continue delivering top-notch experiences. We cant wait to serve you again soon.",4 weeks ago,2024-01-20 14:02:15.481327,0,43,9,True,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,e1dd2dd819c7be1d297af97ea48d1bf4,4,,4 weeks ago,2024-01-20 14:02:15.485318,Hi Pallavi! were thrilled to see your rating. It means a lot to us. Looking forward to serving you again soon!,4 weeks ago,2024-01-20 14:02:15.485318,0,7,,False,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,6c9acdf13e1771cafeee0ba5ae1f12a9,5,I loved Kid-friendliness: Very presentable and descent staff heres Food : 5/5 |,4 weeks ago,2024-01-20 14:02:15.488316,"Hi Ankita, youve made our day with your 5-star rating! Were committed to maintaining this level of excellence for your next visit. See you again soon for more memorable moments!",4 weeks ago,2024-01-20 14:02:15.488316,0,1,,False,Food,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,12be11fb8a772f09fec97bee5854bae5,5,,a month ago,2024-01-17 14:02:15.492852,"Hi Ahad, a huge virtual high-five for your 5-star rating! Your satisfaction is what drives our passion. We eagerly waiting for your return for yet another 5-star experience!",a month ago,2024-01-17 14:02:15.492852,0,1,,False,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,159563723ddeeb74ae92a351cd95a949,5,"Food was great, service was top notch and the vibe was a great modern version of Tim Hortons. Hafiza was awesome in preparing our food and also in getting our feedback! Food: for our avocado toast in particular, the amount of avocado on the toast was less, but the staff was very accommodating and provided extra avocado on the side. Ordered: maple dipped donut, avocado toast, paneer tikka grilled sandwich, egg cheese and tomato croissant sandwich without tomato, and iced cap original, French vanilla with espresso,",a month ago,2024-01-17 14:02:15.495852,"Hi Thirth, a perfect 5-star rating! Thank you for your unwavering support. Were dedicated to keeping up the great work to make every visit special for you.",a month ago,2024-01-17 14:02:15.495852,0,2,,False,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,531d434e43864514efdc3709e630504e,4,,a month ago,2024-01-17 14:02:16.115778,Hi Rishad! were thrilled to see your rating. It means a lot to us. Looking forward to serving you again soon!,a month ago,2024-01-17 14:02:16.115778,0,25,18,True,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,5965a96374eddc4513af29b2320911c2,2,"The waiting time at this fast food outlet is like waiting for a gourmet meal at a five star restaurant and that might be quicker. Staff are very polite and will continuously keep saying the food is on its way but it gets served a good 20 to 30 mins later. So the buzzer beeps and they hand you the coffee, time is clocked at that, but food takes very long to come. Your coffee is cold by the time the food comes in, defeating the entire purpose!",a month ago,2024-01-17 14:02:16.118778,"Hi Sukanya, we regret to hear about your recent experience, and we appreciate your feedback. Your comments will be forwarded to the relevant team for further examination. If you have any specific concerns or would like to provide more details, please dont hesitate to write to us at telltims@timhortonsindia.com. We value your input and are here to assist.",a month ago,2024-01-17 14:02:16.118778,0,1,,False,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,33d5158a5a2e89a0333445e9682b9692,3,Not originally taste Some coffee variety are missing,a month ago,2024-01-17 14:02:16.121777,"Hi Leena, were disappointed that your recent experience fell short of expectations, and we appreciate your feedback. Rest assured, your comments will be directed to the relevant team. If theres anything specific youd like to address or share, please write to us at telltims@timhortonsindia.com. Your satisfaction is our priority, and were here to assist with any concerns you may have.",a month ago,2024-01-17 14:02:16.121777,0,44,3,True,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,741990823e27c0199bc5ccac65031c89,4,,a month ago,2024-01-17 14:02:16.124777,"Hi Mr. Dixit, thanks a lot for your rating! We cant wait to welcome you back for another fantastic experience. Until then, take care!",a month ago,2024-01-17 14:02:16.124777,0,36,,True,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,df1442b80e254ab6c3505dc435357a79,5,,a month ago,2024-01-17 14:02:16.127778,"Hey Jayraj, youve made our day with your 5-star rating! Were committed to maintaining this level of excellence for your next visit. See you again soon for more memorable moments!",a month ago,2024-01-17 14:02:16.127778,0,1,2,False,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,d134239fdea51754e6b4b7ff48d73808,5,Gives you the Perfect Cafe experience by serving amazing coffee and bites! Lovely ambience and very good service!,a month ago,2024-01-17 14:02:16.130778,"Hi Shajesh, were over the moon. Thank you for your support, and we look forward to exceeding your expectations on your next visit!",a month ago,2024-01-17 14:02:16.130778,0,229,2268,True,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,19af1c933a14a3101a9a7029a3877fae,4,,a month ago,2024-01-17 14:02:16.134777,Hi Yashvi! were thrilled to see your rating. It means a lot to us. Looking forward to serving you again soon!,a month ago,2024-01-17 14:02:16.134777,0,4,28,True,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,4918ad20c732b36eac6bd61ef8097f1e,5,,a month ago,2024-01-17 14:02:16.137777,"Hey Palkesh, a million thanks for your rating! Were overjoyed that you had a great time during your visit. We cant wait to see you again soon for more delightful coffee experiences!",a month ago,2024-01-17 14:02:16.137777,0,4,1,False,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,d15f4325d38199376f77252c9f052c18,3,Products purchased wete not up to the mark due to lack of ingrediants but customer service is great,a month ago,2024-01-17 14:02:16.140777,"Hi Anil, were disappointed to learn about your recent experience. Your feedback is important, and well make sure it reaches the appropriate team for evaluation. Should you have any additional concerns, please write to us at telltims@timhortonsindia.com. Your satisfaction is our priority, and were here to address any issues you may have.",a month ago,2024-01-17 14:02:16.140777,0,37,8,True,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,41e5cea3a7d0afb613a7f0a13fc4a55b,4,,a month ago,2024-01-17 14:02:16.144777,"Hi Ashwin, thanks a lot for your rating! We cant wait to welcome you back for another fantastic experience. Until then, take care!",a month ago,2024-01-17 14:02:16.144777,0,29,28,True,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,d37836f17e5b9d57ba6e7b0a5af47249,5,,a month ago,2024-01-17 14:02:17.143994,"Hi Lokesh, your rating motivates us to continue delivering top-notch experiences. We cant wait to serve you again soon.",a month ago,2024-01-17 14:02:17.143994,0,19,8,True,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,5890043bd9f35198210104e39f3d4c9e,5,I just love the doughnuts and the coffee here.,a month ago,2024-01-17 14:02:17.147985,"Hi Mehernosh, a huge virtual high-five for your 5-star rating! Your satisfaction is what drives our passion. We eagerly waiting for your return for yet another 5-star experience!",a month ago,2024-01-17 14:02:17.147985,0,91,406,True,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,fad898a23382ff224c68d268716be063,5,,a month ago,2024-01-17 14:02:17.151988,"Hi Abhishek, youve made our day with your 5-star rating! Were committed to maintaining this level of excellence for your next visit. See you again soon for more memorable moments!",a month ago,2024-01-17 14:02:17.151988,0,2,,False,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,a4007856f8e6170801f991124bcdd1b2,1,Bad Experience,a month ago,2024-01-17 14:02:17.154993,"Hi Saif, were sorry for any inconvenience you may have faced. To assist you better, please send your contact number to telltims@timhortonsindia.com along with your feedback. Our team is dedicated to ensuring you have a fantastic experience with us!",a month ago,2024-01-17 14:02:17.154993,0,5,,False,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,02e6a8163faef7cfb974042d7fc26642,4,,a month ago,2024-01-17 14:02:17.158957,Hi Abbas! were thrilled to see your rating. It means a lot to us. Looking forward to serving you again soon!,a month ago,2024-01-17 14:02:17.158957,0,193,1168,True,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,18bd722a98747ba4d251d6bd6ce83a00,5,,a month ago,2024-01-17 14:02:17.162956,"Hi Karan, thanks a lot for your rating! We cant wait to welcome you back for another fantastic experience. Until then, take care!",a month ago,2024-01-17 14:02:17.162956,0,18,4,True,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,0fcfe1fd931be5db37e72d5510c32385,5,,a month ago,2024-01-17 14:02:17.164955,"Hi Aditya, youve made our day with your 5-star rating! Were committed to maintaining this level of excellence for your next visit. See you again soon for more memorable moments!",a month ago,2024-01-17 14:02:17.164955,0,2,,False,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,b1bf111bd2ede3d4f9474d1ff3e63df5,5,"Located at Linking road in the heart of Bandras  market area. Try the ice cap original. The coffee shop has a nice number of seats. Evenings are packed and night queued up. So go in the afternoon if u want chat up important stuff,bas the crowd is hardly there. Parking is not available outside the shop unless u are lucky. But a little ahead and you may find space. Coffee is regularly charged. But their taste is great so worth. Their snacks and donuts are good too. Staff is super friendly.",a month ago,2024-01-17 14:02:17.167986,"Hi Rubina, your satisfaction is our mission. Were excited to welcome you back for another remarkable visit.",a month ago,2024-01-17 14:02:17.167986,0,96,26,True,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,11c2d95b9d65923114b56ebf71e1ec0c,5,,a month ago,2024-01-17 14:02:17.170957,"Hi there, a huge virtual high-five for your 5-star rating! Your satisfaction is what drives our passion. We eagerly waiting for your return for yet another 5-star experience!",a month ago,2024-01-17 14:02:17.170957,0,15,88,True,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,ae5feae0fdd6d233b530349e56c96bf9,5,Good,a month ago,2024-01-17 14:02:17.174990,"Hey there, we appreciate your generous 5-star rating!",a month ago,2024-01-17 14:02:17.174990,0,7,12,False,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,362b05ed4d44e8d06940031e0e3e52ba,2,"Terrible. With food , parking issues",a month ago,2024-01-17 14:02:18.186523,"Hi Vanshika, we appreciate your feedback. To address your concerns and enhance your experience, please send your contact number to telltims@timhortonsindia.com along with your feedback. Were here to make it right!",a month ago,2024-01-17 14:02:18.186523,0,104,62,True,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,75326f5d17cb2659f17ee4025427495a,3,Some stuff not worth the price. Avacado Toast was amazing,a month ago,2024-01-17 14:02:18.190555,"Hi Jaspreet, were disappointed that your recent experience fell short of expectations, and we appreciate your feedback. Rest assured, your comments will be directed to the relevant team. If theres anything specific youd like to address or share, please write to us at telltims@timhortonsindia.com. Your satisfaction is our priority, and were here to assist with any concerns you may have.",a month ago,2024-01-17 14:02:18.190555,0,237,117,True,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,577c3e568122a32dd83ba2562e9c0eb8,5,Love their Frozen French Vanilla with Espresso!,a month ago,2024-01-17 14:02:18.194554,"Hey Sharvari, youve made our day with your 5-star rating! Were committed to maintaining this level of excellence for your next visit. See you again soon for more memorable moments!",a month ago,2024-01-17 14:02:18.194554,0,8,12,True,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,275a06aaf2661a995b222e08692e08e8,5,,a month ago,2024-01-17 14:02:18.198522,"Hey Darshana, your rating serves as a great motivator for us to consistently provide exceptional experiences. Were eagerly looking forward to serving you again soon!",a month ago,2024-01-17 14:02:18.198522,0,7,24,True,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,4488d3dbf04108f2e67acbfee76b0eb1,4,,a month ago,2024-01-17 14:02:18.202134,Hi Faisal! were thrilled to see your rating. It means a lot to us. Looking forward to serving you again soon!,a month ago,2024-01-17 14:02:18.202134,0,15,119,True,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,335915930b29322d607e907b8582bc72,4,Vegetarian options: Donut Holes are not vegetarian. Food,a month ago,2024-01-17 14:02:18.206102,Hi Isha! were thrilled to see your rating. It means a lot to us. Looking forward to serving you again soon!,a month ago,2024-01-17 14:02:18.206102,0,16,11,True,Food,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,959fe30f06c8937bd26733f19e64de36,5,,a month ago,2024-01-17 14:02:18.210136,"Hey Kulmohan, thanks a lot for your rating! We cant wait to welcome you back for another fantastic experience. Until then, take care!",a month ago,2024-01-17 14:02:18.210136,0,7,15,True,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,764ca5c879c03c7e4b639325a6d70109,5,Yummy donuts,a month ago,2024-01-17 14:02:18.213102,"Hey Samreen, your rating puts a smile on our faces. Were excited to have the opportunity to serve you again soon. Cheers to more wonderful moments together!",a month ago,2024-01-17 14:02:18.213102,0,23,3,True,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,cccd511b65153fd31c61603dfb7df26d,4,I love their hot chocolate and Caramel Machiatto. I visited it twice for hot chocolate and we also tried its latest Winter Special Gingerbread Hot Chocolate... All so goooddd!!,a month ago,2024-01-17 14:02:18.217133,"Hey Sakshi, your satisfaction is our mission. Were excited to welcome you back for another remarkable visit.",a month ago,2024-01-17 14:02:18.217133,0,17,22,True,,
ChIJpUd6bdXJ5zsROgojdto2ahU,Tim Hortons,3f7be460c58954328ef1fb0b447eab98,5,,a month ago,2024-01-17 14:02:18.220134,"Hi Puneet, a huge virtual high-five for your 5-star rating! Your satisfaction is what drives our passion. We eagerly waiting for your return for yet another 5-star experience!",a month ago,2024-01-17 14:02:18.220134,0,69,110,True,,
